SKU,Title,Description,Category_Internal,FB_Category,Price,Quantity,Condition,Brand,MPN,Website_Price,FBM_Price,Image_URL,Additional_Images,Tags,Invoice_Number,Item_Number
SKU0060,4-Piece Cantilever Offset Patio Umbrella Stand Square Base,"4-Piece Cantilever Offset Patio Umbrella Stand Square Base Plate Set STURDY 4-PLATE DESIGN: Made with interconnecting pins to lock your umbrella base in place and secure it for hours of enjoyment (Note: Crossbar base not included) EASY-TO-FILL SPOUTS: Each plate is built with a fill spout and a twist cap to create a water-tight seal for quick and easy refills, ballast disposal, and relocation HIGH WEIGHT CAPACITY: The plates can hold up to 13 2 liters of water (per plate) or 38 9 pounds of sand  (per plate), so your patio umbrella will have a reliable anchor point HEAVY-DUTY & WEATHER-RESISTANT: Made of HDPE plastic to withstand impact and constant movement, and treated with a weather-resistant coating Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.",Miscellaneous,"Clothing, Shoes & Accessories",80.49,1,NEW,4,SKU0060,80.49,80.49,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15400052/721-edc1c263-e324-49a4-b75f-903d0f891d6d.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15400052/721_1-6efedf02-ec1a-46b0-a79e-475830d847ae.jpg,Miscellaneous,032625-3501-216427,721
SKU0061,"Kichler Lighting Camerena 36"" 4 Light Vanity Light with White","Kichler Lighting Camerena 36"" 4 Light Vanity Light with White Scavo Glass Brushed Nickel Make an indisputably elegant statement with this classic Brushed Nickel design that complements both traditional and modern décor Boasting gently curled accents and gorgeous bell shaped glass, it's the perfect statement lighting to feature over a smaller dining room table Have a larger table instead Simply install in pairs for an even more dramatic effect What's in the Box: (1) Mounting Strap, Strap Mounting Screws, Lock up Knobs, Lock Washers, Wire Nuts and (4) Glass Shades Bulb(s) not included Cleaning instructions: Be certain the electric current is turned off before cleaning Clean metal components with a soft cloth moistened with a mild liquid soap solution Wipe clean and buff with a very soft dry cloth Takes four medium E26 up to 100W bulb equivalent Category: Lighting & Electrical. Condition: New (Open Box) unless otherwise noted.",Lighting & Electrical,Other,160.99,1,NEW,Kichler Lighting Camerena,SKU0061,160.99,160.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15400053/722-541494c5-16bd-4450-a7b6-067542d574d4.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15400053/722_1-f5d4a1ce-1fbb-4516-b871-f50671617eba.jpg,Lighting & Electrical,032625-3501-216427,722
SKU0061,"Kichler Lighting Camerena 36"" 4 Light Vanity Light with White","Kichler Lighting Camerena 36"" 4 Light Vanity Light with White Scavo Glass Brushed Nickel Make an indisputably elegant statement with this classic Brushed Nickel design that complements both traditional and modern décor Boasting gently curled accents and gorgeous bell shaped glass, it's the perfect statement lighting to feature over a smaller dining room table Have a larger table instead Simply install in pairs for an even more dramatic effect What's in the Box: (1) Mounting Strap, Strap Mounting Screws, Lock up Knobs, Lock Washers, Wire Nuts and (4) Glass Shades Bulb(s) not included Cleaning instructions: Be certain the electric current is turned off before cleaning Clean metal components with a soft cloth moistened with a mild liquid soap solution Wipe clean and buff with a very soft dry cloth Takes four medium E26 up to 100W bulb equivalent Category: Lighting & Electrical. Condition: New (Open Box) unless otherwise noted.",Lighting & Electrical,Other,160.99,1,NEW,Kichler Lighting Camerena,SKU0061,160.99,160.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15400054/723-68810ff6-d7da-422a-a870-9619cf4ba4bc.jpg,,Lighting & Electrical,032625-3501-216427,723
SKU0062,Hand Paper Towel Dispenser Square Hand Towel Tray Wall-,"Hand Paper Towel Dispenser Square Hand Towel Tray Wall- Mounted Removable Tissue Box with Lock Toilet Tissue Holder for Commercial Waterproof Toilet Tissue Holder Great Durability: made of sturdy material, good quality ensures long lasting usage It has a window to let you know when the paper will run out Full Protection: full-cover design protects the tissue against dust and water, avoiding waste The upper seal is waterproof, not afraid of the moisture in the bathroom, and there is no need to worry about the occasional sprinkling of water during the washing Durable high-impact ABS plastic case Wall mounted tissue dispenser that works well in keeping the counter surface clutter free Category: Bedding & Textiles. Condition: New (Open Box) unless otherwise noted.",Bedding & Textiles,Home & Garden,27.23,1,NEW,Hand Paper Towel,SKU0062,27.23,27.23,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15400064/733-17205584-d941-4396-93a3-6a05be8f4940.jpg,,Bedding & Textiles,032625-3501-216427,733
SKU0043,HD USB Power Charger Wifi Camera,HD USB Power Charger Wifi Camera No additional description provided in the invoice. Category: Electronics & Small Appliances. Condition: New (Open Box) unless otherwise noted.,Electronics & Small Appliances,Electronics,6.0,1,NEW,HD USB Power,SKU0043,6.0,6.0,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15417173/442-a1f792f5-b5de-467d-942a-f90309305aae.jpg,,Electronics & Small Appliances,041825-3501-219465,442
SKU0044,LASFIT LED Lighting LC6 9005 Headlight Bulbs,LASFIT LED Lighting LC6 9005 Headlight Bulbs No additional description provided in the invoice. Category: Automotive. Condition: New (Open Box) unless otherwise noted.,Automotive,Auto Parts & Accessories,6.0,1,NEW,LASFIT LED Lighting,SKU0044,6.0,6.0,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15417175/444-7356ccb4-2484-4494-a488-a35f5e1ab8d4.jpg,,Automotive,041825-3501-219465,444
SKU0045,Hapi Life XL All Purpose Bag with Carabiner & Zipper on Top,Hapi Life XL All Purpose Bag with Carabiner & Zipper on Top No additional description provided in the invoice. Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.,Miscellaneous,"Clothing, Shoes & Accessories",3.0,1,NEW,Hapi Life XL,SKU0045,3.0,3.0,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15417177/446-f7f2ae24-b17c-4222-89c4-7b412ea518bd.jpg,,Miscellaneous,041825-3501-219465,446
SKU0046,Truck Running Boards,Truck Running Boards No additional description provided in the invoice. Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.,Miscellaneous,Auto Parts & Accessories,3.0,1,NEW,Truck Running Boards,SKU0046,3.0,3.0,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15418803/458-2e207cac-9129-48cc-b2ea-c7bbeda4f9a9.jpg,,Miscellaneous,041825-3501-219465,458
SKU0047,Set of 2 Amazon Essentials Men's Full-Zip Polar Fleece Vest,"Set of 2 Amazon Essentials Men's Full-Zip Polar Fleece Vest - Size Medium 100% Polyester Imported Zipper closure Machine Wash Easy through chest and tapered through waist Soft, warm and fuzzy mid-weight polar fleece fabric Full-length zippered closure at front Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.",Miscellaneous,"Clothing, Shoes & Accessories",24.36,1,NEW,Set of 2,SKU0047,24.36,24.36,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15418765/473-3b9745a1-a1c6-4329-ab1b-6d8e7c8758a0.jpg,,Miscellaneous,041825-3501-219465,473
SKU0048,7inch HDMI LCD B for Various Systems Raspberry,"7inch HDMI LCD B for Various Systems Raspberry Pi/Raspberry Pi 3 Model B+ 800x480 Rev3 1 Capacitive Touch Screen LCD Display HDMI Interface 800x480 hardware resolution Capacitive touch control Supports popular mini PCs such as Raspberry Pi, as well as general desktop computersWhen works with Raspberry Pi, supports Raspbian/Ubuntu/Kali/Retropie/WIN10 IOT, driver free When work as a computer monitor, supports Windows 10/8 1/8/7, five-points touch, and driver free Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.",Miscellaneous,Electronics,34.99,1,NEW,7inch HDMI LCD,SKU0048,34.99,34.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15418779/487-f2e5c4bb-a9c6-471b-992b-fd5b702dd1d9.jpg,,Miscellaneous,041825-3501-219465,487
SKU0049,Oucam P2 Mini Wireless WIFI Camera,"Oucam P2 Mini Wireless WIFI Camera Mini-Battery Powered Wifi Camera with Magnetic Sticky wall mount, table mount. SD Card Recording Capable. Category: Electronics & Small Appliances. Condition: New (Open Box) unless otherwise noted.",Electronics & Small Appliances,Electronics,3.0,1,NEW,Oucam P2 Mini,SKU0049,3.0,3.0,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15418781/489-5bb67e8b-8eb1-49b4-866b-9f9fe1e0d8ff.jpg,,Electronics & Small Appliances,041825-3501-219465,489
SKU0050,"Cat Backpack Carrier, Pet Cat Carrier with Ventilated Design","Cat Backpack Carrier, Pet Cat Carrier with Ventilated Design for Carrying Puppy Cats, Pet Carrier Back Pack Bag Space Capsule for Traveling/Hiking/Camping/Outdoors (Black) Item Qty Bid Amount Premium Fee Tax Total Breathable Material: Made of highly breathable materials, our backpack ensures that your pet stays cool and comfortable during travel Every breath will be of pure comfort for your four-legged friend Designed for Pets Safety & Comfort: The snap hook inside to secure cat harness that ensures your friend stays safe during your trip, giving you peace of mind This combined with the mesh windows on the side and vents will ensure your pet gets plenty of oxygen Also features a washable soft pad on the bottom so your pet stays comfortable Security and peace of mind are at your fingertips Ergonomic Design: Adjustable shoulder straps for maximum comfort, help relieve the pressure to your back and make the carrier a breeze to wear for long stretches of time Travel with Feline Friends with Us: Whether it be a visit to the vet, a trip to the park, or something more adventurous, travelling with your cat has never been easier Category: Pet Supplies. Condition: New (Open Box) unless otherwise noted.",Pet Supplies,Pet Supplies,18.89,1,NEW,Cat Backpack Carrier,SKU0050,18.89,18.89,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15418821/514-e4e93ee2-6536-457d-a890-0e1562edbb89.jpg,,Pet Supplies,041825-3501-219465,514
SKU0051,"SimpleHome 100% Blackout Curtains for Bedroom,Thermal","SimpleHome 100% Blackout Curtains for Bedroom,Thermal Insulated Grommet Window Drapes Room Darkening Sage Curtains for Living Room with Black Back,52 x 84 Inch,2 Panels 2 PANELS SET: Sold pair(set) of 100% blackout curtains, each window panels measuring 52 inches wide and 84 inches long with 8 grommets The unique design of silvery grommet (1 6 inch inner diameter) creates fashion for your house, which makes the curtains easy to install and slide 100% BLACKOUT:Our room curtains are 100% blackout curtains,it can block up sunlight 100% This will help enjoy high quality sleep So that can relax and rest better HIGH QUALITY MATERIAL AND GOOD WORKMANSHIP:After improving the technical,these full blackout curtains are made of Heavy Weighted Triple-Weave Blackout Fabric,enhances light blocking,but does not make the curtains too heavy MULTIPLE USES:Our black out curtains can be used as kids room curtians,bedroom curtains,living room curtians,office curtains and so on These window drapes not only shade the light but also saving some of the heat Of course ,these blackout curtains 84 length can protect your privacy and reduce noise Many kinds of colors can provide more choices for the decoration of the room EASY CARE: SimpleHome window curtains are easy to wash Machine wash or hand wash in cold water,gentle cycle, do not bleach, tumble dry low Quick iron or steam clean when needed Category: Bedding & Textiles. Condition: New (Open Box) unless otherwise noted.",Bedding & Textiles,Home & Garden,20.29,1,NEW,SimpleHome 100% Blackout,SKU0051,20.29,20.29,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15418827/520-3abf16b9-7302-48f3-8aa1-c31333725f09.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15418827/520_1-7d5853d6-acbe-42c7-a670-fb3d6f202515.jpg,Bedding & Textiles,041825-3501-219465,520
SKU0052,FEMELI Acrylic Floating Shelves,"FEMELI Acrylic Floating Shelves Sturdy: FEMELI acrylic shelves are made of high quality clear acrylic with a thickness of 5mm, the acrylic shelves are fixed to the wall with attached screws and anchors to perfectly withstand the weight of the items, you can easily install these shelves on your wall and put the items you want to display Well-made: FEMELI acrylic floating shelves use a unique polishing technique to make the shelves look very translucent and clear. Each acrylic shelf is protected by an individual white plastic film to prevent scratches during delivery to you Multi-purpose: FEMELI clear shelves are available in 6 different sizes to meet your various purposes. They not only provide extra space to store your household items and cosmetics, but also can be used to decorate your space and beautifully display various things you love, such as artwork, photos, dolls, 3D puzzles, models, collectibles, etc. Stylish and Elegant: The unique floating design and clear acrylic material make FEMELI wall shelves blend well with your bathroom, bedroom, living room, kitchen, office, garage, and any other space. Your items or artwork look like they are floating in the air, making your space look neat and stylish. 100% Guarantee: FEMELI provides a 30-day replacement and refund service. If there is any need for us, please contact our after-sales service team. We will give you a 100% satisfactory answer. Please feel free to buy. Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.",Miscellaneous,Home & Garden,3.0,1,NEW,FEMELI Acrylic Floating,SKU0052,3.0,3.0,https://m.media-amazon.com/images/I/51HShJKX+eL._AC_SL1200_.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15418854/525-4cdd7258-392f-4829-81e7-eb9852c40b84.jpg|https://m.media-amazon.com/images/I/71JUg3vD3JL._AC_SL1500_.jpg,Miscellaneous,041825-3501-219465,525
SKU0053,Drillmaster 120V 7-1/4 Circular Saw,Drillmaster 120V 7-1/4 Circular Saw Lightweight die cast aluminum blade guard with dust chute Calibrated bevel adjustment for accurate bevel cuts from 0 to 45. Protected trigger with safety lock. Large 10-5/8 in W base plate for stability while cutting All ball bearing motor for long life Category: Tools & Hardware. Condition: New (Open Box) unless otherwise noted.,Tools & Hardware,Tools & Home Improvement,20.99,1,NEW,Drillmaster 120V 7,SKU0053,20.99,20.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15418856/527-e0c3088d-3046-4eaa-91aa-133418a9a276.jpg,,Tools & Hardware,041825-3501-219465,527
SKU0054,"Govee 32.8ft RGBIC LED Strip Lights, WiFi Color Changing","Govee 32.8ft RGBIC LED Strip Lights, WiFi Color Changing LED Lights Segmented Control, Work with Alexa and Google Assistant, Music LED Lights for Bedroom, Kitchen, Party, 2x16 4ft App & Voice Control: Use voice commands to turn the lights on/off, make them brighter, or choose your favorite color via Alexa or Google Assistant With the Govee Home app, you can enjoy more advanced control and access to dynamic light effects (Not Support 5G WiFi) RGBIC Light Effect: Thanks to built-in IC chips, the LED lights can display multiple colors at one time Instantly transform any room in your home with vibrant lighting color effects (Note: the strip lights are uncuttable,2 rolls of 16 WiFi Wireless Control: Create the romantic and relaxing atmosphere you need with the Govee Home app's Music Mode or set a weekly lighting schedule with the Timer function Multiple Uses: The Govee RGBIC LED strip lights can be used for decorating your dining room, bedroom, kitchen, porch, desk, and living rooms They are especially great for holidays and special events or as a gift for family and friends Easy Installation: The all-in-one kit comes with an UL certified adapter, a WIFI remote controller, and 2 rolls of 16 4ft strip lights Simply use the adhesive and the support clips to firmly install your lights to any dry, clean surface Category: Lighting & Electrical. Condition: New (Open Box) unless otherwise noted.",Lighting & Electrical,Other,34.99,1,NEW,Govee 32.8ft RGBIC,SKU0054,34.99,34.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15418925/561-848a89d2-3390-457d-bc9b-c32c6f3bd406.jpg,,Lighting & Electrical,041825-3501-219465,561
SKU0055,Multifunctional Portable Reading Book Stand (Black),Multifunctional Portable Reading Book Stand (Black) No additional description provided in the invoice. Category: Furniture. Condition: New (Open Box) unless otherwise noted.,Furniture,Furniture,4.5,1,NEW,Multifunctional Portable Reading,SKU0055,4.5,4.5,https://m.media-amazon.com/images/I/51eLDX++B2L._AC_SL1500_.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15418964/564-8b7ea6e4-e1a2-4241-aedc-fa35ce6b1110.jpg,Furniture,041825-3501-219465,564
SKU0056,Segal S 4752 Fixed Window Guard – Adjustable Child Safety,"Segal S 4752 Fixed Window Guard – Adjustable Child Safety Window Guard Prevents Accidental Falls, Tamper Resistant Screws Included, Non-Egress, White, 23-1/2 to 38 In W x 15-1/4 In H (Single Pack) SECURITY GRATE Constructed of 0 048 inch thick, white carbon steel square tubing, this fixed window guard assists in preventing children from accidental falls through open windows; it features 3-7/8 inch bar spacing on center NON-EGRESS WINDOW BARS – This non-egress fixed guard cannot be opened or quickly removed in case of emergency; for windows requiring emergency access capabilities, please use appropriate hinged version of these window guards INSTALLATION – This window security bar features a fully adjustable telescoping width (prior to mounting) from 23-1/2 inch to 38 inch, and it comes complete with one-way, tamper-proof installation screws; designed for interior use only MEETS BUILDING CODES – This window grille meets New York City and New Jersey’s housing codes, and it was approved by the New York City Department of Health and Mental Hygiene, HDWG #04-09-2012 Category: Furniture. Condition: New (Open Box) unless otherwise noted.",Furniture,Furniture,25.14,1,NEW,Segal S 4752,SKU0056,25.14,25.14,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15418996/572-6ddff6c7-83b0-40b1-a46a-6c8cbc7c45ae.jpg,,Furniture,041825-3501-219465,572
SKU0057,"Teckin SP20 Smart Wi-Fi Plug, 4 Pack","Teckin SP20 Smart Wi-Fi Plug, 4 Pack Voice BLE Connection 2 in 1 Compact Size Schedule & Timer Network: 2 4GHZ Wi-Fi only Rated Voltage: 120V AC 50-60Hz Rated Current: 10A Maximum Power: 1200W Item Qty Bid Amount Premium Fee Tax Total Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.",Miscellaneous,Arts & Crafts,20.99,1,NEW,Teckin SP20 Smart,SKU0057,20.99,20.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15417178/575-d3d0d919-d310-45d9-861d-075e0d0bfea6.jpg,,Miscellaneous,041825-3501-219465,575
SKU0016,"L-Shaped Corner Desk, White","L-Shaped Corner Desk, White Corner Desk, White Color, Brand new in box. Category: Furniture. Condition: New (Open Box) unless otherwise noted.",Furniture,Furniture,24.0,1,NEW,L,SKU0016,24.0,24.0,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15421320/610-abc0016b-3eb8-4283-b318-300d6fc41664.jpg,,Furniture,042425-3501-220504,610
SKU0017,Abstract Modern Picture Wall Art: Blue Artwork Painting on,"Abstract Modern Picture Wall Art: Blue Artwork Painting on Canvas for Office Living Room (45'' x 30"") SIZE: This Abstract Painting Wall Art includes 1 panel, the panel size is 45Wx30 Abstract Canvas Wall Art: Splash abstract art across your walls with this blue canvas wall art, showcasing thick, frantic brushstrokes in deep hues of navy blue, cream, turquoise , gold, and white ( Multiple sizes available ) Modern Canvas Painting: These artful abstract wall artworks look lovely side by side, you can also hang them up in different rooms to carry a cohesive aesthetic throughout your abode. Teal Abstract Canvas Artwork: Printed on premium quality canvas in high quality fade resistant ink, this abstract art canvas wall is gallery wrapped over wooden bars, modern abstract texture painting artwork art for wall is ready to hang right out of the box with wall mounting hardware included Category: Home Decor. Condition: New (Open Box) unless otherwise noted.",Home Decor,Home & Garden,75.59,1,NEW,Abstract Modern Picture,SKU0017,75.59,75.59,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15421329/619-127b7373-9f43-4a3d-b6d4-beb3576568f5.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15421329/619_1-c407e5db-e682-483d-b132-4411287c57c8.jpg,Home Decor,042425-3501-220504,619
SKU0018,"Regalo 56-Inch Extra WideSpan Walk Through Baby Gate,","Regalo 56-Inch Extra WideSpan Walk Through Baby Gate, Includes 4-Inch, 8-Inch and 12-Inch Extension, 8 Piece Set - 4 Pack of Pressure Mounts and 4 Pack of Wall Cups and Mounting Kit, White EASY TO USE: Pressure mount design is quick to set up ADJUSTABLE: Includes one 4"" wide, one 8"" wide, and one 12"" wide extension, four pressure mount spindle rods, four wall cups, and screws DURABLE & CONVENIENT: Has steel design with walk-through door SAFE: Includes multiple-lock features Category: Baby & Safety. Condition: New (Open Box) unless otherwise noted.",Baby & Safety,Baby & Kids Items,45.49,1,NEW,Regalo 56,SKU0018,45.49,45.49,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15421337/627-22f6d2ab-e286-4133-9412-b3dbc3d1804e.jpg,,Baby & Safety,042425-3501-220504,627
SKU0019,Coaster Home Furnishings Marbrisa Slat Back Side Chairs,"Coaster Home Furnishings Marbrisa Slat Back Side Chairs Sienna Brown (Set of 2) Includes 2 side chairs Material: Asian Hardwood Finish in Sienna Brown Assembled Dimensions: 22 25"" Depth x 19 75"" Width x 39"" Width Seat Depth: 16 50"" Seat Height: 17 75"" Weight limit: 300 lbs Category: Furniture. Condition: New (Open Box) unless otherwise noted.",Furniture,Furniture,122.5,1,NEW,Coaster Home Furnishings,SKU0019,122.5,122.5,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15421340/1000015942-a67e6c27-a51c-4310-bfb6-540c5f670fc9.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15421340/1000015943-83479428-4ff2-4eb8-9ec9-f3405ae5a017.jpg,Furniture,042425-3501-220504,630
SKU0020,Roomratv Flush Mount Ceiling Light with Night Light and Remote Control,Roomratv Flush Mount Ceiling Light with Night Light and Remote Control Remote Control Category: Lighting & Electrical. Condition: New (Open Box) unless otherwise noted.,Lighting & Electrical,Other,10.5,1,NEW,Roomratv Flush Mount,SKU0020,10.5,10.5,https://m.media-amazon.com/images/I/71wD+GD2+uL._AC_SL1500_.jpg,,Lighting & Electrical,042425-3501-220504,638
SKU0021,Summer Infant Wood Banister & Stair Safety Pet and Baby,"Summer Infant Wood Banister & Stair Safety Pet and Baby Gate, 32""-48"" Wide, 33"" Tall, Install Banister to Banister or Wall, or Wall to Wall in Doorway or Stairway, Banister and Hardware Mounts. The Summer Banister and Stair Dog and Baby Gate fits openings 32 to 48 wide and is 33 tall; please measure opening prior to purchase to ensure proper fit. With the dual installation kit, the wood gate can be attached to a wall or to most single and double square and round banisters; no drilling required on square banisters. This baby gate accommodates banister-to-banister and banister to wall installation at the top or bottom of stairs, as well as installation in doorways and hallways. Adults can easily open the toddler gate one-handed; the door opens the entire width of the gate so it's easy to walkthrough and the no-threshold design minimizes tripping. Be sure it's secure with the locking indicator and a support foot that provides extra stability; the protrusion on the latch prevents door from swinging outward over stairs; 3rd party safety tested and approved Category: Pet Supplies. Condition: New (Open Box) unless otherwise noted.",Pet Supplies,Pet Supplies,83.99,1,NEW,Summer Infant Wood,SKU0021,83.99,83.99,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15422027/640-bd9faf3c-874c-4c07-9e6d-189a03d281df.jpg,,Pet Supplies,042425-3501-220504,640
SKU0022,"LED Picture Light Fixtures 16.54 Inches, Modern Metal","LED Picture Light Fixtures 16.54 Inches, Modern Metal Artwork Wall Lamps with Single Swing Arm, 9W (50W Eqv) Hardwire Connection, Non-Dimmable, 3000K Warm White* Attractive Design: The led wall light is with slim and classic appearance with single swing arm; Enhance the looks of your decorative pictures with its 3000K warm white * Measurement 16 54 inches long, distance from the wall:7 Non-dimmable & un-replaceable light source No plug on the fixture itself and no battery operated, just connect to the reserved wire directly * Versatile Lighting: 90 swivel light head allows you to swing it upward or downward wherever you need the light focus to be; 120 beam angle always light up a large area around your artwork drawings * Premium Quality: Full metal construction for outstanding durability bathroom lights over mirror; Reliable quality and safe usage Low heat emission best preserves your artwork throughout its long service life* Better Lighting Effect: 9W(50W Eqv) brightness produces the perfect amount of lighting for your wall photos pictures High CRI80+ and Mini Accent Spotlights lighting distribution make your beloved painting, poster, tapestry, diplomas a focal point Category: Lighting & Electrical. Condition: New (Open Box) unless otherwise noted.",Lighting & Electrical,Other,48.22,1,NEW,LED Picture Light,SKU0022,48.22,48.22,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15422029/642-2291400b-3fc3-4574-ba0a-82dd37aafd5f.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15422029/642_1-965649b6-812f-4128-98ca-bf810c6de652.jpg,Lighting & Electrical,042425-3501-220504,642
SKU0023,"Sun Smart Blakesly Blackout Curtains Patio Window, Ikat","Sun Smart Blakesly Blackout Curtains Patio Window, Ikat Print, Grommet Top Living Room Decor, Living Room Decor, Thermal Insulated Light Blocking Drape for Bedroom and Apartments, 100"" x 84"", Grey Item Qty Bid Amount Premium Fee Tax Total 100% Polyester Patio blinds features a printed grey ikat design on a textured base fabric, creating dimension for a cool and casual look Blackout foamback liner offers privacy and noise reduction and maintains room temperature for energy efficiency Easy to use silver gromment top fits up to 1 25"" diameter rod 1 Window Panel: 100""W x 84""L,As shown in image - Need to purchase 2 curtain panels for each window for standard coverage Care instructions: machine washable Category: Bedding & Textiles. Condition: New (Open Box) unless otherwise noted.",Bedding & Textiles,Home & Garden,25.89,1,NEW,Sun Smart Blakesly,SKU0023,25.89,25.89,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15422037/650-ca6be18c-0548-4942-ac5d-98df673a7185.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15422037/650_1-fe6c9a62-6c4d-4f65-a8e9-24aa15efe6b4.jpg,Bedding & Textiles,042425-3501-220504,650
SKU0024,Hampton Bay Olgelthorpe 22 in. 3-Light Brushed Nickel,"Hampton Bay Olgelthorpe 22 in. 3-Light Brushed Nickel Bathroom Vanity Light Fixture with Bell Shaped Frosted Glass Shades Includes white frosted glass bell shaped shades Uses three medium base bulbs up to 60-Watt (not included) LED light bulb compatible, use 60-watt equivalent Can be mounted with shades facing up or down Round wall plate measures 5 in diameter Shades are open at the bottom for easy light bulb access Suitable for use in damp, indoor locations such as bathrooms Transitional vanity light with modern appeal Category: Lighting & Electrical. Condition: New (Open Box) unless otherwise noted.",Lighting & Electrical,Other,55.98,1,NEW,Hampton Bay Olgelthorpe,SKU0024,55.98,55.98,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15422039/652-149b869b-3d9a-4dce-8d06-1f87fe74c844.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15422039/652_1-1c682209-7e73-4fdd-9d30-44eeb6e24578.jpg,Lighting & Electrical,042425-3501-220504,652
SKU0025,Shur-Line Edger Pro Paint Edger,"Shur-Line Edger Pro Paint Edger Achieve professional painting results Eliminates taping - save money and time Retractable guide wheels ""flip up"" and out of the way while loading paint to ensure that no liquid is accidentally applied to the wheels Pad eject buttons for easy release keep hands clean Ergonomic lightweight design reduces hand fatigue Smooth rolling wheels allow you to create smooth, straight lines along trim, in corners and along ceiling Offers a better finish than a brush with virtually no linting Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.",Miscellaneous,Arts & Crafts,4.19,1,NEW,Shur,SKU0025,4.19,4.19,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15422046/659-274b898b-6e75-4216-93ef-d4bb25d68d4c.jpg,,Miscellaneous,042425-3501-220504,659
SKU0026,Drop-In Oval Bathroom Sinkg,Drop-In Oval Bathroom Sinkg Captures the elegance of a bygone era Reminiscent of old-world design Crafted of vitreous china for lasting beauty and exceptional durability Category: Miscellaneous. Condition: New (Open Box) unless otherwise noted.,Miscellaneous,"Clothing, Shoes & Accessories",114.53,1,NEW,Drop,SKU0026,114.53,114.53,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15422050/663-82ac81af-eef2-4aa7-bdd2-b6e2586b2ceb.jpg,https://s3.amazonaws.com/prod.maxanet.auction/Mic756/Inventory15422050/663_1-3b79e5da-e1f0-4172-8b21-6120dfa33caf.jpg,Miscellaneous,042425-3501-220504,663
